,carat,cut,color,clarity,depth,table,x,price
11177,1.02,Premium,D,VS2,59.8,61,6.61,6909
11178,0.41,Ideal,F,VVS2,61.7,57,4.8,1192
11179,0.7,Very Good,E,VS1,63.4,62,5.64,2695
11180,1.7,Very Good,J,VVS1,62.9,60,7.56,10808
11181,0.25,Very Good,D,VVS2,63,56,3.98,512
11182,0.38,Ideal,E,VVS2,61.9,57,4.63,1100
11183,1.24,Very Good,F,VVS1,62.7,61,6.75,11716
11184,0.33,Very Good,H,VS1,59,62,4.49,540
11185,2.05,Premium,I,VS1,60.6,60,8.21,17640
11186,0.56,Ideal,I,SI1,61.8,54,5.28,1212
11187,1.05,Very Good,E,SI2,63.3,57,6.5,4763
11188,0.7,Very Good,E,SI2,59.8,58,5.72,2263
11189,0.35,Ideal,F,VVS2,61.6,58,4.5,795
11190,1.54,Fair,I,SI2,65,56,7.22,6375
11191,0.33,Ideal,E,VS2,61.8,55,4.45,723
11192,1.5,Premium,E,SI2,58,60,7.52,8190
11193,0.31,Good,G,VS2,63.2,58,4.28,507
11194,0.52,Very Good,G,VS1,60.2,57,5.22,1618
11195,0.71,Very Good,G,SI1,64.2,56,5.6,2072
11196,0.31,Ideal,G,VVS1,62,55,4.34,789
11197,0.9,Ideal,G,SI2,62.8,54,6.11,3820
11198,0.65,Ideal,G,VS1,60.6,60,5.58,2242
11199,0.74,Very Good,H,VVS2,60.5,60,5.79,2921
11200,1.5,Good,E,SI1,64.1,56,7.21,8820
11201,1.01,Premium,E,VS2,59.2,59,6.67,7287
11202,2.15,Ideal,I,SI1,62.5,57,8.2,14534
11203,2.06,Ideal,J,SI2,,55,8.23,11337
11204,0.7,Good,I,SI1,61.6,63,5.59,1763
11205,0.56,Good,E,VS1,61.7,65,5.21,1938
11206,1.02,Ideal,E,SI2,62.1,55,6.51,4798
11207,0.5,Premium,G,SI2,62.6,58,5.09,1121
11208,0.52,Very Good,E,SI2,61.8,54,5.15,1120
11209,1.57,Very Good,J,VS2,60.2,59,7.53,7832
11210,1,Very Good,G,VS2,61.5,58,6.36,5860
11211,0.7,Ideal,E,VS2,60.8,56,5.74,3504
11212,1.5,Ideal,F,VS2,60.3,57,7.42,12641
11213,0.81,Premium,E,SI2,60.1,59,6.09,2368
11214,0.3,Ideal,F,VVS1,61.5,58,4.3,814
11215,0.28,Very Good,H,VS2,61.4,57,4.21,376
11216,0.24,Good,E,VVS1,58,60,4.08,526
11217,2.09,Ideal,I,SI1,61.8,56,8.15,17114
11218,0.31,Very Good,D,VS2,61.8,57,4.36,734
11219,0.3,Premium,G,VVS1,60.7,58,4.34,789
11220,1.11,Ideal,G,VS2,62,56,6.62,7472
11221,1.5,Premium,G,SI1,62.3,58,7.27,10428
11222,0.52,Ideal,D,SI1,61.8,57,5.14,1600
11223,0.3,Ideal,E,VS2,62.3,57,4.32,844
11224,0.3,Premium,H,SI1,62.2,60,4.28,540
11225,0.3,Ideal,I,VVS2,,56,4.31,529
11226,0.31,Good,H,VS1,63.6,55,4.32,698
11227,0.51,Very Good,E,SI1,60.9,57,5.17,1357
11228,0.72,Premium,E,SI2,61.6,59,5.83,2019
11229,0.7,Very Good,F,SI1,62.4,58,5.64,2382
11230,0.87,Ideal,G,VS2,61.4,55,6.15,4553
11231,1.01,Fair,F,VS2,65.5,62,6.19,5501
11232,1.2,Ideal,H,SI2,62.6,58,6.74,5613
11233,1.12,Ideal,G,VS2,62,56,6.64,6652
11234,0.31,Premium,E,VVS1,61.8,59,4.33,1012
11235,2.03,Fair,G,SI2,64.9,59,7.85,14687
11236,0.75,Very Good,F,SI2,60.5,57,5.88,2274
11237,0.91,Ideal,E,SI2,60.8,56,6.25,3968
11238,1.26,Ideal,G,VVS2,61.4,55,6.96,12066
11239,1,Premium,F,VS2,61.9,59,6.41,6640
11240,0.53,Ideal,F,VVS2,62.2,54,5.22,2290
11241,0.33,Premium,F,VS2,60,60,4.45,577
11242,0.32,Premium,H,IF,61.2,58,4.37,842
11243,1.41,Ideal,H,SI2,,56,7.11,7324
11244,0.3,Ideal,H,IF,62.1,57,4.29,764
11245,0.71,Ideal,D,VS2,61.2,57,5.72,4029
11246,0.56,Ideal,F,VS2,61.3,54,5.34,1723
11247,1.51,Premium,D,VS1,62.9,54,7.29,17515
11248,0.4,Ideal,F,VS2,60.6,55,4.82,1080
11249,0.31,Ideal,D,VS2,62.1,56,4.35,942
11250,0.43,Premium,D,SI1,61.2,58,4.83,830
11251,1.19,Good,G,VVS2,61.1,61,6.86,8995
11252,0.6,Premium,E,SI1,60.8,58,5.46,1625
11253,1.04,Very Good,I,I1,61.6,61,6.45,2745
11254,1.21,Ideal,G,VS2,61.1,57,6.95,7996
11255,1.69,Premium,I,I1,62.4,60,7.56,6320
11256,0.8,Very Good,F,VS2,63.3,59.8,5.79,3283
11257,1.7,Premium,D,SI1,61.9,59,7.61,15100
11258,0.3,Ideal,H,SI1,61.9,54,4.31,514
11259,0.41,Ideal,E,SI2,60.7,57,4.81,683
11260,0.32,Ideal,D,VS2,61.7,54,4.43,972
11261,0.23,Very Good,E,VVS2,61.1,58,3.95,465
11262,1,Good,D,SI2,64,54,6.29,3304
11263,1.31,Premium,G,VS1,61.5,59,7.06,10071
11264,1.01,Good,E,VS1,63.6,57,6.41,7665
11265,1.01,Good,F,VVS2,60.3,62,6.47,8647
11266,0.28,Good,E,IF,64.6,58,4.09,612
11267,0.54,Ideal,D,VS2,61.1,57,5.22,1892
11268,1.23,Ideal,J,VS2,61.2,57,6.93,6015
11269,0.78,Very Good,H,SI2,62.7,56,5.85,2316
11270,0.9,Very Good,G,SI1,63.3,56,6.08,3752
11271,0.9,Premium,E,VS2,61.4,57,6.19,4435
11272,1,Very Good,F,VS2,63.4,58,6.3,6818
11273,0.39,Premium,E,SI1,59.1,59,4.81,860
11274,0.43,Premium,F,SI2,61.8,57,4.88,871
11275,0.33,Ideal,E,SI2,62.2,54,4.44,427
11276,0.7,Fair,F,SI2,66.4,56,5.51,1564
11277,0.28,Very Good,D,VS1,61.7,58,4.19,487
11278,0.3,Ideal,E,SI1,61.7,58,4.29,499
11279,0.3,Ideal,G,SI1,62,58,4.27,477
11280,0.25,Very Good,E,VVS1,61.5,56,4.06,560
11281,0.57,Ideal,F,VS2,62.1,55,5.35,1760
11282,1.05,Good,H,SI1,63.2,56,6.47,4937
11283,0.31,Ideal,J,VS2,61.8,54.1,4.35,400
11284,1.02,Good,E,VS1,63.9,56,6.33,7602
11285,1.08,Premium,G,VS1,62.9,55,6.6,6982
11286,0.91,Premium,D,SI1,59,61,6.35,4663
11287,0.23,Ideal,E,VVS2,62.8,57,3.91,530
11288,1.04,Very Good,F,SI1,59.7,59,6.67,5152
11289,0.7,Fair,G,VS2,57.3,63,5.78,2273
11290,0.53,Premium,F,SI1,61.4,58,5.19,1324
11291,0.96,Fair,H,SI2,67.6,63,5.99,2672
11292,0.9,Very Good,H,SI2,62.3,61,6.15,3481
11293,1.5,Premium,D,SI1,62.1,60,7.28,11863
11294,0.33,Ideal,H,SI1,60.9,56,4.5,511
11295,0.71,Ideal,F,SI2,62.1,54,5.73,2365
11296,0.33,Very Good,G,VS2,62,58,4.42,579
11297,1.01,Ideal,G,SI2,62.1,57,6.48,4350
11298,0.41,Ideal,E,VS1,61.8,57,4.76,1079
11299,0.33,Ideal,D,VS2,62.1,56,4.48,1002
11300,0.61,Premium,D,SI1,62.3,58,5.45,1976
11301,0.4,Very Good,E,VVS2,63.5,54,4.69,1017
11302,0.74,Ideal,H,SI2,,56,5.78,2289
11303,1.05,Good,I,VS2,63.1,58,6.42,4529
11304,0.42,Ideal,G,VS2,61.6,56,4.83,1087
11305,0.53,Ideal,D,VS2,60.6,57,5.24,1857
11306,0.9,Good,H,SI1,58.9,61,6.27,3734
11307,0.57,Premium,D,SI1,63,59,5.27,1949
11308,1.21,Premium,F,SI1,61.6,59,6.82,7257
11309,0.53,Ideal,E,VS2,60,57,5.3,1813
11310,0.8,Good,G,SI2,62.8,58,5.86,2363
11311,1.01,Very Good,E,SI1,63.1,55,6.41,4853
11312,0.41,Good,J,VS2,64,59,4.64,565
11313,0.43,Good,F,VS1,57.9,61,4.99,931
11314,0.7,Very Good,H,SI1,63.4,61,5.62,2176
11315,1.2,Premium,J,VS2,60.8,60,6.85,4839
11316,1.63,Premium,I,SI1,61.7,58,7.54,9730
11317,0.43,Ideal,D,VS1,62.1,55,4.83,1207
11318,0.66,Good,F,VS2,61.5,60.8,5.55,2275
11319,0.33,Premium,E,SI2,60,59,4.49,594
11320,0.39,Ideal,F,VVS2,61.7,56,4.7,988
11321,0.52,Ideal,G,SI1,62.6,56,5.16,1338
11322,0.93,Good,D,SI2,64.5,58,6.11,3839
11323,1.21,Ideal,G,VVS2,62,56,6.8,10378
11324,0.76,Ideal,D,VS1,61.3,57,5.87,4229
11325,0.7,Very Good,E,VS1,62.4,56,5.64,2854
11326,0.72,Ideal,D,SI1,60.8,57,5.75,2757
11327,0.48,Ideal,I,SI1,62.5,54,5.04,841
11328,1.51,Premium,H,VS2,61.2,59,7.4,7534
11329,1,Good,E,VVS2,63.5,55,6.31,8750
11330,0.34,Premium,D,SI1,62,59,4.48,803
11331,0.59,Ideal,I,VS1,,57,5.33,1442
11332,0.7,Very Good,F,SI1,62.3,57,5.65,2196
11333,0.33,Good,E,SI1,63.8,55,4.36,579
11334,0.54,Very Good,I,IF,58.8,61,5.29,1708
11335,0.71,Premium,F,SI2,62.6,59,5.64,2072
11336,0.41,Very Good,G,SI1,62.5,57,4.69,719
11337,1.03,Ideal,E,VS2,61.7,56,6.45,7533
11338,0.7,Very Good,F,SI1,60,58,5.75,2553
11339,0.9,Good,E,IF,63.6,56,6.11,6804
11340,1.09,Premium,H,VS2,62.6,56,6.62,5601
11341,1.26,Premium,I,VS2,,58,6.88,6023
11342,1.1,Ideal,E,SI2,59.4,54,6.79,4071
11343,1.23,Premium,G,VS1,59.6,60,6.99,8293
11344,0.9,Good,H,VS1,60.6,61,6.13,4072
11345,0.44,Ideal,G,IF,62.2,53,4.9,1348
11346,1.1,Premium,D,VVS2,61.7,56,6.65,11233
11347,0.33,Fair,H,VVS2,65.1,59,4.4,922
11348,1.52,Ideal,F,VS1,62.2,55,7.29,16055
11349,0.61,Ideal,G,SI1,61.4,56,5.46,1659
11350,0.67,Very Good,G,VS2,60.4,61,5.61,2080
11351,1.5,Premium,J,SI2,61,60,7.34,6048
11352,1.52,Premium,D,SI1,59.5,61,7.5,12823
11353,1.51,Ideal,I,SI2,62.8,54,7.28,7693
11354,0.33,Ideal,J,VS1,62.1,55,4.41,434
11355,1.01,Good,G,SI1,58.4,61,6.51,5051
11356,0.3,Ideal,E,SI1,61.9,57,4.29,564
11357,0.7,Ideal,I,VS1,62.7,57,5.63,2163
11358,0.26,Very Good,E,VVS2,64.3,57,3.99,547
11359,1.57,Premium,I,SI2,62.4,58,7.41,7976
11360,0.51,Ideal,F,VS2,62,56,5.11,1595
11361,0.31,Ideal,G,VVS1,61.4,57,4.37,772
11362,1.02,Very Good,H,VS1,61.4,56.5,6.44,6204
11363,0.5,Premium,G,VVS2,62.2,61,5.09,1806
11364,2.09,Good,I,SI1,57.9,63,8.37,16294
11365,0.71,Ideal,H,IF,63,57,5.68,3354
11366,0.32,Ideal,G,IF,61.3,54,4.41,918
11367,0.59,Very Good,G,VS1,62,56,5.35,1878
11368,1.32,Ideal,D,VVS2,59.3,59,7.16,15802
11369,0.9,Premium,G,SI1,62.6,62,6.08,3669
11370,0.41,Very Good,E,SI1,62.8,58,4.72,705
11371,0.42,Ideal,D,VVS1,61.6,56,4.82,1621
11372,1.2,Very Good,I,SI1,63.8,57,6.64,5352
11373,0.72,Very Good,E,VS2,59.8,57,5.84,3270
11374,1.22,Ideal,G,VS1,61.3,56,6.93,8313
11375,0.62,Very Good,H,VS2,61.7,63,5.48,1709
11376,0.7,Ideal,F,SI1,61.9,57,5.66,2230
11377,0.3,Ideal,G,SI2,61.6,56,4.32,422
11378,0.4,Premium,F,SI1,62.2,57,4.72,945
11379,0.71,Premium,H,VS1,61.2,57,5.83,2572
11380,0.7,Good,F,VS1,62.8,61,5.57,2810
11381,0.7,Premium,F,SI2,59.6,58,5.79,2234
11382,0.51,Premium,G,SI1,62.4,58,5.13,1312
11383,0.47,Premium,H,VS1,60.3,61,5.05,1244
11384,1.01,Good,E,VVS2,63.9,58,6.31,8415
11385,1.56,Premium,G,VS1,60.9,58,7.53,14268
11386,0.38,Premium,D,VVS2,60,62,4.73,1257
11387,0.7,Very Good,I,VVS1,62.9,58,5.65,2513
11388,0.3,Ideal,E,VVS1,62.4,55,4.32,826
11389,0.75,Very Good,E,VVS2,62.8,57,5.74,4005
11390,1.01,Ideal,G,IF,62.8,57,6.42,8778
11391,1.01,Good,I,VS2,57.1,63,6.6,3717
11392,0.67,Premium,F,SI1,61.3,59,5.65,1809
11393,1.01,Premium,G,VS2,62.4,58,6.38,5999
11394,0.3,Ideal,E,VS2,62.4,57,4.26,844
11395,0.31,Premium,E,VVS2,61.9,58,4.35,816
11396,0.52,Ideal,G,VVS2,61.6,56,5.15,1784
11397,0.9,Very Good,E,SI1,62.3,61,6.12,3868
11398,1.25,Very Good,G,VS1,62.7,56,6.81,8580
11399,0.7,Ideal,I,VVS1,61.8,56,5.72,2492
11400,1.31,Very Good,I,VS1,62.3,58,6.99,6885
11401,0.41,Ideal,F,VVS1,61.7,57,4.8,1356
11402,0.26,Ideal,G,IF,62.5,57,4.06,605
11403,0.3,Premium,D,SI1,62.5,58,4.31,709
11404,0.9,Very Good,H,SI2,61.2,57,6.21,3481
11405,0.32,Premium,F,VS2,61.2,59,4.4,645
11406,0.38,Premium,G,VS2,59.7,62,4.68,918
11407,0.71,Premium,E,VS2,61.5,60,5.76,2858
11408,1.51,Fair,J,SI1,63.4,60,7.31,6976
11409,1.15,Very Good,H,SI1,60.9,57,6.72,5047
11410,0.9,Very Good,D,SI1,62.3,58,6.14,4497
11411,0.41,Good,J,VS1,63.7,56,4.68,647
11412,2.1,Fair,G,SI2,65,56,8.09,11923
11413,0.51,Ideal,D,VS2,,57,5.18,1769
11414,0.82,Ideal,F,VS2,61.3,56,6.02,4931
11415,0.33,Ideal,I,SI1,63,57,4.39,557
11416,0.34,Ideal,F,VS2,61.5,55,4.53,726
11417,0.38,Ideal,F,VS2,60.4,55,4.71,871
11418,0.5,Ideal,I,SI1,62,55,5.08,982
11419,0.94,Premium,G,SI1,61.3,61,6.33,4159
11420,2.01,Very Good,I,SI1,64.1,57,7.89,15145
11421,0.39,Premium,F,VVS1,59.7,58,4.75,1290
11422,0.57,Ideal,G,VVS1,60.9,56,5.37,2612
11423,0.31,Premium,G,VS1,62.8,58,4.3,802
11424,0.31,Ideal,G,VS2,62.7,57,4.34,698
11425,2,Very Good,I,SI1,58.5,58,8.24,15249
11426,0.7,Very Good,J,SI2,63.6,56,5.57,1609
11427,0.7,Very Good,D,VS2,60.6,60,5.71,3668
11428,0.36,Ideal,H,VS2,62.1,55,4.57,568
11429,1.03,Ideal,E,SI2,62.3,56,6.44,4758
11430,2.12,Premium,G,SI2,62.6,59,8.18,18164
11431,1.21,Very Good,F,VS2,63.5,55,6.77,7928
11432,0.5,Very Good,J,VS2,63.4,58,5.07,1023
11433,1,Good,F,SI1,64.1,60,6.25,4586
11434,1.17,Ideal,G,VVS2,60.6,56,6.87,9225
11435,1.5,Good,F,I1,60.6,62,7.22,5313
11436,0.31,Ideal,F,VS2,61.9,54,4.35,625
11437,0.42,Ideal,G,SI1,62.2,53,4.85,777
11438,1.51,Premium,G,VVS2,60.9,58,7.38,15164
11439,0.51,Very Good,I,VS2,63.3,56,5.02,1140
11440,1.08,Ideal,J,SI1,61.8,56,6.58,4524
11441,0.23,Very Good,E,VVS2,61.1,62,3.92,485
11442,0.58,Ideal,E,VVS2,60.9,56,5.41,2808
11443,1.5,Very Good,H,VVS2,62.9,59,7.26,11748
11444,0.41,Good,D,SI1,63.8,56,4.72,947
11445,1,Good,H,VVS2,63.7,52,6.41,6194
11446,0.42,Ideal,F,VVS2,61.6,56,4.85,1221
11447,0.69,Premium,H,VS2,60.8,59,5.77,1863
11448,0.36,Ideal,G,VVS1,62.8,57,4.55,1053
11449,0.39,Ideal,D,VS1,61.9,57,4.71,1170
11450,1.54,Fair,I,SI2,64.6,56,7.3,7727
11451,1.3,Premium,H,SI2,61.3,58,6.99,5096
11452,0.7,Good,G,VS1,60.6,61,5.71,2591
11453,0.37,Ideal,D,VS2,61.3,56,4.6,876
11454,1.2,Ideal,G,VS2,62.8,54,6.75,8414
11455,1.51,Premium,I,SI1,62.2,61,7.35,6756
11456,0.3,Very Good,I,VS1,61.8,63,4.26,442
11457,1.05,Very Good,E,SI2,62.9,57,6.47,4398
11458,1.24,Very Good,G,SI2,60.5,60,6.93,6354
11459,1.01,Very Good,F,SI1,59.7,61,6.49,4899
11460,1.02,Premium,F,SI2,59.9,62,6.53,4238
11461,1,Premium,E,SI2,62.8,59,6.34,4200
11462,1.05,Very Good,H,VS1,59.5,56,6.62,6132
11463,1.5,Premium,G,VS1,62.4,60,7.29,13009
11464,1.01,Very Good,E,VS2,63.1,56,6.34,6480
11465,0.23,Very Good,D,VVS2,58.5,62,4.04,472
11466,1.01,Premium,E,VS1,60.8,59,6.42,7821
11467,0.46,Very Good,E,VS1,58.7,60,5.08,1452
11468,0.7,Very Good,E,SI2,,59,5.7,2464
11469,0.3,Ideal,E,VS2,61.5,55,4.29,658
11470,0.31,Ideal,F,IF,61,56,4.39,914
11471,0.52,Ideal,G,SI2,62.1,56,5.13,1210
11472,0.76,Ideal,D,VS1,61.7,56,5.84,4377
11473,1.02,Premium,G,SI2,62.3,58,6.41,3892
11474,0.32,Ideal,G,SI1,60.9,57,4.46,612
11475,0.36,Very Good,E,VS2,62.3,58,4.51,789
11476,0.31,Very Good,G,VVS1,63.1,56,4.35,1046
11477,0.5,Ideal,D,VVS2,60.4,54,5.17,2100
11478,0.9,Premium,G,VS2,62.8,60,6.14,4052
11479,0.37,Premium,D,VVS2,60.7,59,4.63,971
11480,1.04,Ideal,G,SI2,63.1,55,6.45,4414
11481,0.51,Ideal,F,VS1,61.9,56,5.17,1836
11482,0.9,Fair,D,SI2,64.7,54,6.1,3205
11483,0.9,Fair,G,SI1,65.4,59,6.04,3145
11484,0.31,Ideal,D,VS2,62.5,56,4.32,942
11485,0.42,Ideal,J,VVS2,61.7,54,4.83,673
11486,0.52,Ideal,E,VS2,61.1,55,5.2,1689
11487,1.51,Fair,G,VS2,58.1,67,7.59,10553
11488,0.32,Ideal,G,VS2,61.8,57,4.4,720
11489,1.51,Premium,E,SI1,60.6,59,7.45,12738
11490,1.57,Very Good,H,VS2,63.4,56,7.46,9407
11491,0.31,Ideal,G,VVS2,62.7,57,4.35,846
11492,2.01,Ideal,J,SI2,62.9,54,8.06,11011
11493,1,Very Good,G,VVS2,61.6,61,6.35,7623
11494,0.74,Ideal,H,VS1,,56,5.81,2797
11495,1.13,Very Good,F,SI2,62.3,59,6.65,4282
11496,1,Very Good,D,SI1,60.1,60,6.47,4697
11497,0.33,Very Good,G,SI2,60,56,4.52,460
11498,1.55,Very Good,H,VS2,61.3,61,7.39,11602
11499,0.83,Very Good,D,VS1,58.2,59,6.19,4521
11500,0.41,Premium,D,VVS1,62.3,53,4.78,1582
11501,1.01,Premium,I,SI2,60.5,60,6.52,4072
11502,0.67,Very Good,G,VS2,61.7,59.7,5.56,2131
11503,2.06,Very Good,J,SI1,62,57,8.11,11764
11504,0.35,Ideal,G,IF,62.3,55,4.5,1044
11505,0.5,Fair,H,SI1,62.3,60,5.09,1078
11506,0.73,Very Good,E,SI1,61.6,59,5.77,2760
11507,0.31,Premium,H,VS1,61.4,61,4.36,698
11508,1.4,Premium,J,SI1,62.9,59,7.16,4939
11509,1.63,Premium,E,VS2,61.8,58,7.57,13678
11510,0.31,Ideal,H,SI1,62.7,56,4.33,446
11511,0.38,Very Good,D,VS2,58.7,61,4.74,871
11512,0.3,Ideal,E,VS2,62,55,4.3,844
11513,0.3,Premium,F,VS2,60.4,58,4.31,605
11514,1.26,Premium,H,SI2,60.9,57,7.03,5434
11515,1.7,Premium,F,SI2,58.5,60,7.87,9330
11516,2.38,Premium,J,SI1,62.4,58,8.54,12364
11517,1.03,Ideal,E,SI1,62.2,57,6.48,5330
11518,1.01,Good,I,VS2,63.9,59,6.29,4197
11519,0.5,Ideal,I,SI1,62.3,56,5.04,1076
11520,0.52,Very Good,E,VS2,59.2,59,5.23,1601
11521,0.33,Premium,H,IF,60.3,59,4.49,1114
11522,0.35,Very Good,G,VVS2,62.2,58,4.49,798
11523,0.31,Ideal,G,IF,61.6,56,4.37,839
11524,1.29,Ideal,E,VVS2,59.8,59,7.07,13530
11525,0.52,Ideal,D,VVS1,62.1,54,5.15,3373
11526,1.03,Ideal,F,SI2,60.5,58,6.55,4586
11527,0.91,Premium,G,SI2,59.8,58,6.3,2813
11528,0.34,Premium,H,VVS2,61.4,58,4.5,880
11529,0.31,Good,G,SI1,63.6,57,4.33,593
11530,0.33,Ideal,G,VVS2,63,57,4.42,965
11531,0.37,Premium,D,VS1,60.2,60,4.63,803
11532,0.3,Ideal,E,SI1,62.2,55,4.29,499
11533,0.3,Premium,G,VS1,61.8,60,4.29,605
11534,0.26,Ideal,H,VVS1,61.2,56,4.11,468
11535,1.3,Fair,J,SI1,66,57.1,6.73,5488
11536,0.6,Very Good,H,SI1,60.4,63,5.45,1378
11537,0.25,Premium,F,IF,61.1,58,4.1,740
11538,0.3,Ideal,G,VVS2,62.4,57,4.27,665
11539,0.42,Ideal,G,IF,60.4,55,4.85,1400
11540,0.77,Good,E,SI2,58.1,63,6.02,2371
11541,0.93,Premium,H,VS2,60.3,61,6.39,3937
11542,0.74,Premium,F,VS2,,58,5.77,2560
11543,0.42,Premium,E,VS1,59.5,59,4.86,1105
11544,2.02,Good,J,SI1,63.5,60,7.93,12798
11545,0.73,Fair,J,VS1,64.6,60,5.68,1802
11546,1,Premium,D,VS1,61.9,55,6.4,8333
11547,1.51,Ideal,G,SI2,61.8,57,7.37,7103
11548,0.5,Very Good,F,SI1,61.2,61,5.06,1250
11549,0.51,Ideal,G,VVS2,,56,5.12,1827
11550,2.01,Premium,J,VS2,58.6,61,8.18,10401
11551,0.52,Very Good,D,SI1,63.3,58,5.15,1605
11552,0.9,Very Good,I,VS2,62.5,57,6.12,3209
11553,0.5,Premium,E,SI1,62.4,61,5.1,1348
11554,0.72,Premium,E,VS2,63,55,5.79,2802
11555,1.11,Ideal,I,SI1,61.9,55,6.65,5329
11556,0.26,Ideal,E,VVS2,62.5,55,4.09,724
11557,1.22,Very Good,E,SI2,63.3,56,6.78,5739
11558,1.24,Ideal,G,VS1,61.5,56,6.92,8830
11559,1.02,Good,G,SI2,,58,6.48,4159
11560,1.01,Premium,E,VS2,60.9,58,6.53,7522
11561,0.8,Ideal,I,VS1,62.6,54,5.92,2842
11562,1,Premium,H,SI2,62.8,60,6.46,3080
11563,0.56,Premium,F,VS2,,57,5.39,2318
11564,0.31,Very Good,H,VS2,63,57,4.32,489
11565,0.32,Ideal,E,VS1,61.9,56,4.38,758
11566,0.5,Ideal,E,VS2,61.4,57,5.08,1624
11567,1,Premium,G,VS1,62.9,60,6.36,6989
11568,0.42,Premium,D,SI2,60.1,58,4.83,700
11569,0.53,Good,E,SI2,63.4,56,5.16,1141
11570,0.9,Very Good,G,SI2,63.1,59,6.11,3353
11571,0.4,Very Good,F,SI1,,60,4.66,756
11572,0.31,Premium,F,VS2,62.3,60,4.35,802
11573,1.01,Very Good,F,VVS1,62.8,59,6.37,9474
11574,0.32,Ideal,E,VS2,62.8,54,4.38,900
11575,1.09,Premium,G,VS2,60.6,62,6.68,6153
11576,0.45,Good,G,VVS1,64,57,4.86,1254
11577,0.31,Ideal,E,VVS1,61.7,56,4.36,988
11578,1.05,Ideal,F,VVS1,,57,6.5,9784
11579,1.09,Ideal,D,SI1,61.9,57,6.57,6133
11580,0.33,Good,G,IF,57.9,60,4.55,984
11581,0.32,Premium,F,VS2,62.1,59,4.35,645
11582,1.22,Ideal,J,VS1,61.5,55,6.86,5649
11583,0.7,Ideal,H,VS2,61.4,56,5.72,2733
11584,0.71,Ideal,D,VS2,62.7,57,5.7,3212
11585,0.78,Very Good,I,VVS2,61.4,56,5.91,2816
11586,1.71,Very Good,H,VS2,62.6,59,7.54,13445
11587,0.52,Premium,E,SI2,61.1,57,5.23,1088
11588,0.33,Premium,I,VS2,,58,4.42,594
11589,0.78,Ideal,J,VS1,61.4,57,5.9,2426
11590,0.53,Ideal,D,VS2,61.5,56,5.17,1857
11591,0.5,Premium,E,SI1,59.3,59,5.19,1410
11592,1.5,Very Good,G,SI1,60.1,61,7.28,10019
11593,0.31,Ideal,G,VVS2,61.4,56,4.38,907
11594,1.01,Premium,G,SI2,60.6,59,6.49,3981
11595,0.5,Good,E,VVS2,,62,5.04,2437
11596,1.2,Very Good,G,VS2,62,55,6.8,7318
11597,0.58,Very Good,J,VS2,62.8,57,5.28,1090
11598,1.55,Premium,E,SI2,58.5,57,7.66,7161
11599,0.5,Premium,G,VVS2,59.6,60,5.15,1838
11600,0.59,Very Good,F,VS1,61.7,59,5.35,2034
11601,0.3,Ideal,H,VS1,62.2,54,4.29,539
11602,0.53,Ideal,H,VS1,61.7,56,5.21,1678
11603,0.7,Ideal,E,SI2,62.9,56,5.66,2100
11604,0.5,Premium,F,VS2,61.1,60,5.12,1654
11605,0.47,Ideal,H,SI1,61.1,55,5.04,787
11606,0.3,Ideal,G,IF,62.8,57,4.3,956
11607,0.41,Ideal,F,VVS1,60.7,56,4.81,1295
11608,0.7,Very Good,E,VS2,61.8,59,5.63,2952
11609,1.26,Ideal,G,VS1,61.6,56,7.03,9243
11610,0.41,Ideal,G,IF,61,57,4.81,1431
11611,1.22,Premium,F,VVS2,63,56,6.88,10494
11612,0.72,Good,I,VS1,61.3,63,5.67,2451
11613,0.41,Very Good,F,VS1,62.9,57,4.7,889
11614,1,Premium,H,VS1,59.1,60,6.45,4732
11615,1.01,Ideal,F,SI2,60.6,57,6.49,4239
11616,2.27,Ideal,I,SI2,63,54,8.36,15710
11617,0.4,Very Good,D,SI2,63.1,57,4.75,798
11618,0.28,Very Good,G,VVS2,61.4,55,4.21,522
11619,0.56,Ideal,I,VVS1,61.1,55,5.35,1743
11620,0.42,Ideal,G,VS2,,56,4.84,1087
11621,0.31,Ideal,E,VVS1,59.7,60,4.41,853
11622,0.82,Ideal,E,SI1,61.8,55,5.97,3588
11623,0.25,Very Good,E,VVS1,57.7,62,4.16,548
11624,1.2,Very Good,F,SI1,61.9,58,6.75,6985
11625,1.03,Ideal,F,VVS1,62.1,56.3,6.43,10619
11626,0.72,Premium,D,SI1,60.4,59,5.77,2691
11627,0.5,Good,E,SI1,61.8,62,5.05,1259
11628,0.3,Ideal,J,VVS1,60.4,57,4.36,464
11629,0.74,Premium,G,SI2,62.8,57,5.77,2109
11630,1.75,Ideal,G,VS2,,57,7.76,17343
11631,1.2,Ideal,G,SI1,61.6,57,6.85,7372
11632,0.33,Premium,E,VS2,61.1,59,4.45,723
11633,0.3,Premium,H,VVS1,62.2,58,4.29,878
11634,0.26,Ideal,I,VS1,61.9,56,4.08,358
11635,0.32,Very Good,E,VS1,61.6,56,4.4,618
11636,0.41,Very Good,E,VS2,62.7,58,4.68,833
11637,1.51,Premium,J,VS2,62.3,59,7.35,7553
11638,0.48,Very Good,E,VS1,59.1,62,5.14,1616
11639,0.71,Ideal,E,VS2,62.5,56,5.69,3304
11640,0.28,Good,F,VVS2,64.9,57,4.13,492
11641,1.56,Ideal,H,SI1,60.4,59,7.5,10642
